skill,prompt,id_prompt
geometry,"Write a short word problem that asks about sides, vertices, or angles of a basic shape. Connect it to notebooks. Ask for a written answer, not a drawing.",1146
geometry,"Create a true-or-false question with a brief explanation about identifying or comparing basic geometric shapes in toy cars. Make it very easy. Ask for a written answer, not a drawing.",1147
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in school supplies. Make it moderate. Include the correct answer.,1148
geometry,"Write a multiple-choice question with four options about symmetry, position, or spatial relationships using marbles. Include the correct answer.",1149
geometry,"Create a short word problem about identifying or comparing basic geometric shapes in stickers. Make it very easy. Ask for a written answer, not a drawing.",1150
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in school supplies. Make it moderate. Avoid decimals and negative numbers.,1151
geometry,"Write a two-step problem that asks about sides, vertices, or angles of a basic shape. Connect it to flowers. Avoid decimals and negative numbers.",1152
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in books. Make it slightly challenging. Avoid decimals and negative numbers.,1153
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in classroom chairs. Make it slightly challenging. Avoid decimals and negative numbers.,1154
geometry,Generate a real-life classroom problem about classifying a 2D or 3D shape using simple properties. Use stickers. Keep the question under 45 words.,1155
geometry,Create a simple challenge question about identifying or comparing basic geometric shapes in garden plants. Make it slightly challenging. Use whole numbers only.,1156
geometry,Create a multiple-choice question with four options about identifying or comparing basic geometric shapes in water bottles. Make it very easy. Add one short hint.,1157
geometry,Create a true-or-false question with a brief explanation where students calculate a simple perimeter using whole-number side lengths. Use classroom chairs. Keep the question under 45 words.,1158
geometry,Create a fill-in-the-blank question about identifying or comparing basic geometric shapes in pencils. Make it moderate. Add one short hint.,1159
geometry,Create a multiple-choice question with four options where students calculate a simple perimeter using whole-number side lengths. Use toy cars. Include the correct answer.,1160
geometry,Create a question that asks students to explain their reasoning about identifying or comparing basic geometric shapes in pencils. Make it very easy. Keep the question under 45 words.,1161
geometry,"Write a fill-in-the-blank question that asks about sides, vertices, or angles of a basic shape. Connect it to marbles. Avoid decimals and negative numbers.",1162
geometry,Create a short word problem where students calculate a simple perimeter using whole-number side lengths. Use toy cars. Use simple vocabulary suitable for elementary students.,1163
geometry,"Generate a question that asks students to explain their reasoning about classifying a 2D or 3D shape using simple properties. Use stickers. Ask for a written answer, not a drawing.",1164
geometry,Create a two-step problem about identifying or comparing basic geometric shapes in cookies. Make it easy. Include the correct answer.,1165
