,pregunta,skill,level,claridad,signature
8134,"Read this situation and answer: a train 110 m long is running with a speed of 30 km / h . in how many, approximately, seconds will the train pass a man who is running at 3 km / h in the direction opposite to that in which the train is going ?",otro,OTRO,0.75,physics
383,"About keith, picked, pears, jason, pear: Keith picked 3 pears and Jason picked 2 pears from the pear tree . Joan picked 5 apples from the apple tree . How many pears were picked in total ?. Find the result from the information, although some parts are not explicit.",addition-subtraction,ELEMENTARY,0.50,mathematics
637,"the size of a flat - screen television is given as the length of the screen ’ s diagonal . ... with 28, 25. The question is missing some details, answer it.",geometry,ELEMENTARY,0.25,mathematics
204,"Greg and Sharon own neighboring cornfields . Greg harvested 0.4 acre of corn on Monday and Sharon harvested 0.1 acre . How many, approximately, more acres did Greg harvest than Sharon ?",addition-subtraction,ELEMENTARY,0.75,mathematics
2710,"In this situation: arun and tarun can do a work in 10 days .. With 10, 4, 30, what should be calculated?",otro,OTRO,0.50,physics
14829,"There is a problem about monkey, start, climbing, tree, tall; 22, 3, 2; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
23147,"Based on the story, Using the information given, the cross - section of a cannel is a trapezium in shape . if the cannel is 11 m wide at the top and 9 m wide at the bottom and the area of cross - section is 960 sq m, the depth of cannel is ?",otro,OTRO,0.75,physics
4129,"a meeting has to be conducted with 5 managers . find the number of ways in which the managers may be. There are numbers like 5, 9, 3. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,probability
36266,"Using 100 and the thing about grandson, about, days, weeks, months, choose or calculate the answer.",otro,OTRO,0.25,physics
20710,"Using the information given, a van takes 6 hours to cover a distance of 288 km . how much should the speed in kmph be maintained to cover the same direction in 3 / 2 th of the previous time ?",otro,OTRO,0.75,physics
1529,Each side of a square kitchen tile is 7 inches long. What is the tile's area?. Then answer it somehow from the given data.,geometry,ELEMENTARY,0.50,mathematics
583,"minutes, there, between. Numbers: 8, 16, 1, 37. What is it?",time,ELEMENTARY,0.25,mathematics
306,"Read this situation and answer: Using the information given, About how long is a lunar cycle? (A) 1 day (B) 1 week (C) 28 days (D) 52 weeks",otro,ELEMENTARY,0.75,science
596,"About jesse's, room, feet, wide, needs: Jesse's room is 7 feet wide. If she needs a carpet of size 14 square feet What is the length of her room?. Find the result from the information, although some parts are not explicit.",division,ELEMENTARY,0.50,mathematics
1300,"Jake has 12 fewer peaches and 79 more apples than Steven. ... with 12, 79, 19, 14. The question is missing some details, answer it.",challenge,ELEMENTARY,0.25,mathematics
1037,"Using the information given, a can do a piece of work in 5 hours, b and c together can do it in 3 hours, while a and c together can do it in 2 hours . how long will b alone take to do it ?",otro,OTRO,0.75,physics
1690,"In this situation: A cafeteria sold 49 cartons of regular flavored milk.. With 49, 7, 2, what should be calculated?",addition,MIDDLE,0.50,mathematics
251,"There is a problem about large, amounts, industrial, gases, released; some numbers; not sure which part is needed, find the answer.",otro,MIDDLE,0.25,science
753,"Based on the story, Which option seems to be best explains why stars seen in the night sky are less bright than the Sun? (A) Other stars are farther from Earth than the Sun. (B) Other stars are facing away from Earth. (C) Other stars are smaller than the Sun. (D) Other stars are producing less light.",otro,ELEMENTARY,0.75,science
26927,"in a kilometer race , a beats b by 54 meters or 12 seconds . what time does a take to complete the race ?. There are numbers like 54, 12. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
176,"Using 0.6666666666666666, 0.3333333333333333 and the thing about pie-eating, contest, erik, through, time, choose or calculate the answer.",addition-subtraction,ELEMENTARY,0.25,mathematics
743,"Using the information given, Calculate the highest common divisor of 299 and 23 .",gcd,ELEMENTARY,0.75,mathematics
1532,a rectangular block 15 cm by 30 cm by 75 cm is cut into an exact number of equal cubes . find the least possible number of cubes ?. Then answer it somehow from the given data.,geometry,ELEMENTARY,0.50,mathematics
12152,"rotameter, device, measures, flow, liquid. Numbers: 2.5, 60, 50, 4. What is it?",otro,OTRO,0.25,physics
1060,"Read this situation and answer: Dave had 24 files and 13 apps on his phone. After deleting some apps and files he had 17 apps and 21 files left. How many, approximately, files did he delete?",challenge,ELEMENTARY,0.75,mathematics
9401,"About jack, rode, bicycle, average, speed: jack rode his bicycle at an average speed of 5 mph for some time and then at an average speed of 15 mph for the rest of the journey . if he made no stops during the. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
370,"Calculate 0.04*11.9. ... with 0.04, 11.9. The question is missing some details, answer it.",multiplication,ELEMENTARY,0.25,mathematics
1766,"A plant scientist is developing a new fertilizer called Hypergrow. She designs an experiment to test whether Hypergrow helps plants grow faster than Supergrow, a fertilizer already on the market. Which option seems to be of the following should the scientist do with light during the experiment (A) Apply the same amount of light to all the plants. (B) Apply only green light to all the plants. (C) Flash the lights to simulate a partly cloudy day. (D) Keep the plants in darkness. ?",otro,MIDDLE,0.75,science
30325,"In this situation: find the expenditure on digging a well 14 m deep and of 3 m diameter at rs .. With 14, 3, 18, what should be calculated?",otro,OTRO,0.50,physics
146,"There is a problem about some, insects, called, aphids, attack; 12170, 54912; not sure which part is needed, find the answer.",addition-subtraction,ELEMENTARY,0.25,mathematics
21947,"Based on the story, Using the information given, a single reservoir supplies the petrol to the whole city, while the reservoir is fed by a single pipeline filling the reservoir with the stream of uniform volume . when the reservoir is full and if 40, 000 liters of petrol is used daily, the suply fails in 90 days . if 32, 000 liters of petrol is used daily, it fails in 60 days . how much petrol can be used daily with out the supply ever failing ?",otro,OTRO,0.75,physics
1280,"the percentage increase in the area of a rectangle , if each of its sides is increased by 20 % is. There are numbers like 20. Use them and decide the answer, but the exact operation is not clearly stated.",geometry,ELEMENTARY,0.50,mathematics
144,"Using 608.4, 0.04 and the thing about work, choose or calculate the answer.",addition-subtraction,ELEMENTARY,0.25,mathematics
32,"Using the information given, Marshall learned that plants need a substance from the air to make their own food . What does a plant take from the air in the presence of sunlight? (A) carbon dioxide (B) hydrogen (C) nitrogen (D) oxygen",otro,ELEMENTARY,0.75,science
227,Which process is most effective for separating sodium chloride from a saltwater solution?. Then answer it somehow from the given data.,otro,MIDDLE,0.50,science
311,"species, moth, england, both, light-colored. Numbers: some numbers. What is it?",otro,MIDDLE,0.25,science
28245,"Read this situation and answer: Using the information given, some ladies can do a piece of work in 12 days . two times the number of such ladies will do half of that work in",otro,OTRO,0.75,physics
1238,"About hall, long, broad, areas, floor: a hall is 15 m long and 12 m broad . if the sum of the areas of the floor and the ceiling. Find the result from the information, although some parts are not explicit.",geometry,ELEMENTARY,0.50,mathematics
422,"What is 306 times 55? ... with 306, 55. The question is missing some details, answer it.",multiplication,ELEMENTARY,0.25,mathematics
483,"a rectangular wall is covered entirely with two kinds of decorative tiles regular and jumbo . 1 / 3 of the tiles are jumbo tiles, which have a length three times that of regular tiles and have the same ratio of length to width as the regular tiles . if regular tiles cover 90 square feet of the wall, and no tiles overlap, what is, more or less, the area of the entire wall ?",geometry,ELEMENTARY,0.75,mathematics
20256,"In this situation: jane makes toy bears .. With 70, 10, what should be calculated?",otro,OTRO,0.50,physics
1229,"There is a problem about zack, tutors, students, groups, meanwhile; 14, 10; not sure which part is needed, find the answer.",lcm,MIDDLE,0.25,mathematics
1249,"Based on the story, Using the information given, Adam has two oranges. Michele has two oranges. What's the difference of the number of Adam's oranges and Michele's oranges?",comparison,ELEMENTARY,0.75,mathematics
34657,"two passenger trains start at the same hour in the day from two different stations and move towards each other at the rate of 16 kmph and 22 kmph respectively. There are numbers like two, 16, 22, one. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
