,pregunta,skill,level,claridad,signature
657,"if the sides of a triangle are 28 cm , 26 cm and 10 cm , what is its area ?",geometry,ELEMENTARY,1,mathematics
1829,Theresa studied different forms of energy. Which is the best way of expressing the amount of mechanical energy exerted by a force? (A) kilowatts (B) kilocalories (C) newton-meters (D) foot-pounds per second,otro,MIDDLE,1,science
226,What safety procedure should a student follow when a thermometer is broken during a lab experiment? (A) tell the teacher immediately (B) stop the experiment immediately (C) sweep the glass into a biohazard container (D) use a paper towel to pick up the pieces,otro,ELEMENTARY,1,science
559,Which substance contributes most to the greenhouse effect? (A) wood smoke (B) nitrous oxides (C) carbon dioxide (D) nuclear radiation,otro,MIDDLE,1,science
179,"the length of a rectangle is two - fifths of the radius of a circle . the radius of the circle is equal to the side of the square , whose area is 3025 sq . units . what is the area ( in sq . units ) of the rectangle if the rectangle if the breadth is 10 units ?",geometry,ELEMENTARY,1,mathematics
3608,"walking at 3 / 4 of her normal speed , a worker is 8 minutes later than usual in reaching her office . the usual time ( in minutes ) taken by her to cover the distance between her home and her office is",otro,OTRO,1,physics
1199,"A florist has 12 tulips and 18 carnations. If the florist wants to create identical bouquets without any leftover flowers,
what is the greatest number of bouquets the florist can make?",gcd,MIDDLE,1,mathematics
2168,"Adam had 5 dollars. At the store he spent $2 on a new game. If he got another 5 dollars for his allowance,
how much money does he have now?",time,ELEMENTARY,1,mathematics
8351,"in a kilometer race , a beats b by 20 meters or 10 seconds . what time does a take to complete the race ?",otro,OTRO,1,physics
12178,if 14 lions can kill 14 deers in 14 minutes how long will it take 100 lions to kill 100 deers ?,otro,OTRO,1,physics
630,"Paco had 8 sweet cookies and 6 salty cookies. He ate 20 sweet cookies and 34 salty cookies.
How many more salty cookies than sweet cookies did he eat?",subtraction,ELEMENTARY,1,mathematics
8509,"if 2 pipes take an hour to fill a tank , then how long should 8 pipes take to fill the same tank ?",otro,OTRO,1,physics
17121,"a man swims downstream 30 km and upstream 18 km taking 3 hours each time , what is the speed of the man in still water ?",otro,OTRO,1,physics
1621,"Adam bought a new flat screen TV with an area of 21 square feets. The screen is 3 feet wide.
How tall is it?",geometry,ELEMENTARY,1,mathematics
27330,33 men can complete a piece of work in 18 days . in how many days will 27 men complete the same work ?,otro,OTRO,1,physics
19317,"a man sitting in a train which is traveling at 60 kmph observes that a goods train , traveling in opposite direction , takes 9 seconds to pass him . if the goods train is 280 m long , find its speed . ?",otro,OTRO,1,physics
2578,"in a garden , there are 10 rows and 12 columns of mango trees . the distance between the two trees is 2 m and a distance of one meter is left from all sides of the boundary of the length of the garden is :",otro,OTRO,1,physics
15950,"3 bodies x , y and z start moving around a circular track of length 960 m from the same point simultaneously in the same direction at speeds of 12 m / s , 20 m / s and 36 m / s respectively . when will they meet for the first time after they started moving ?",otro,OTRO,1,physics
917,the area of sector of a circle whose radius is 15 metro and whose angle at the center is 42 â ° is ?,geometry,ELEMENTARY,1,mathematics
13782,"in a bag containing 3 balls , a white ball was placed and then 1 ball was taken out at random . what is theprobability that the extracted ball would turn onto be white , if all possible hypothesisconcerning the color of the balls that initially in the bag were equally possible ?",otro,OTRO,1,probability
17220,a circular wheel radius is 1.75 m . for covering 11 k . m how much time it revolve ?,otro,OTRO,1,physics
29868,"15 men work 8 hours per day to complete the work in 10 days . to complete the same work in 8 days , working 15 hours a day , the number of men required ?",otro,OTRO,1,physics
1399,"Mrs.Martin is 27 years older than her daughter Neil. After 8 years she will be twice as old as Neil.
Find their present ages.",algebra,MIDDLE,1,mathematics
15516,a rectangular plot measuring 40 meters by 50 meters is to be enclosed by wire fencing . if the poles of the fence are kept 5 meters apart . how many poles will be needed ?,otro,OTRO,1,physics
21103,"if 20 typists can type 38 letters in 20 minutes , then how many letters will 30 typists working at the same rate complete in 1 hour ?",otro,OTRO,1,physics
243,Which of the following is designed to transform an electromagnetic wave into a mechanical wave? (A) a portable radio (B) a television screen (C) a computer monitor (D) a mercury thermometer,otro,HIGH,1,science
13146,a train running at the speed of 60 km / hr crosses a pole in 21 seconds . find the length of the train .,otro,OTRO,1,physics
1548,"in the rectangular coordinate system , points ( 16 , 0 ) and ( – 16 , 0 ) both lie on circle c . what is the maximum possible value of the radius of c ?",geometry,ELEMENTARY,1,mathematics
25205,"a train covers a distance of 12 km in 10 minutes . if it takes 6 seconds to pass a telegraph post , then the length of the train is :",otro,OTRO,1,physics
374,What is 5 times -34?,multiplication,ELEMENTARY,1,mathematics
329,"Finally, he wanted to add color to the wings so he decided to paint it like a rainbow. If he wanted to use 333 liters of paint and he still have 157 liters left from his last project,
how much more paint does he need to buy?",subtraction,ELEMENTARY,1,mathematics
20985,"darcy lives 1.5 miles from work . she can walk to work at a constant rate of 3 miles per hour , or she can ride the train to work at a constant rate of 20 miles per hour . if she rides the train , there is an additional x minutes spent walking to the nearest train station , waiting for the train , and walking from the final train station to her work . if it takes darcy a total of 2 more minutes to commute to work by walking than it takes her to commute to work by riding the train , what is the value of x ?",otro,OTRO,1,physics
34823,a man can do a job in 10 days . his father takes 20 days and his son finishes it in 25 days . how long will they take to complete the job if they all work together ?,otro,OTRO,1,physics
3354,"annie and sam set out together on bicycles traveling at 15 and 12 km per hour respectively . after 40 minutes , annie stops to fix a flat tire . if it takes annie 30 minutes to fix the flat tire and sam continues to ride during this time , how many minutes will it take annie to catch up with sam assuming that annie resumes riding at 15 km per hour ?",otro,OTRO,1,physics
16647,"a person travels equal distances with speeds of 3 km / hr , 4 km / hr and 5 km / hr and takes a total time of 47 minutes . the total distance ( in km ) is :",otro,OTRO,1,physics
22296,"a computer factory produces 6048 computers per month at a constant rate , how many computers are built every 30 minutes assuming that there are 28 days in one month ?",otro,OTRO,1,physics
220,The first powerful telescopes were built during the early 1600s. Scientists at that time were able to learn more about which subject by using the telescope? (A) the shape of continents of Earth (B) the effect of storms and hurricanes (C) forces changing the surface of Earth (D) planets and moons in the solar system,otro,ELEMENTARY,1,science
57,"Lucy went to the grocery store. She bought 12 packs of cookies and 16 packs of noodles.
How many packs of groceries did she buy in all?",addition,ELEMENTARY,1,mathematics
18917,"machine a can put caps on a set of bottles in 8 hours at a constant rate . if machine a does the job for 6 hours and machine b does the rest of the job , which works at 1 / 4 constant rate of machine a . how long will it take for machine b alone to do the rest of the job ?",otro,OTRO,1,physics
21381,"a , b , c can do a work in 15 , 20,45 days respectively . they get rs 500 for their work . what is the share of a ?",otro,OTRO,1,physics
30954,"a man swims downstream 32 km and upstream 24 km taking 4 hours each time , what is the speed of the man in still water ?",otro,OTRO,1,physics
213,"Bob who is Sam's next door neighbor decided that he will accompany Sam home. He also took his share which consists of 15 chewing gums, 20 chocolate bars and 15 assorted candies.
How many candies did he get?",addition,ELEMENTARY,1,mathematics
13771,"in what time will a train 125 m long cross an electric pole , it its speed be 130 km / hr ?",otro,OTRO,1,physics
1243,Soil color is closely related to its content. Which element causes soil to appear red? (A) iron (B) silicon (C) calcium (D) magnesium,otro,MIDDLE,1,science
797,"a train covers a distance at a speed of 240 kmph in 5 hours . to cover the same distance in 5 / 3 hours , it must travel at a speed of ?",otro,OTRO,1,physics
